uuid,brief,notes,audience,tone,issue_tag
b50ab8c9-eed6-4573-b1fc-040caeb869ff,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,depression
a6602865-ff91-4597-98fd-0cd657567ec7,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,sleep_issues
7e8731b9-ef1d-43ad-9e87-3d03ce1b6634,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,bullying
63da984f-e31d-4bfa-baa6-a0269bb5ba77,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,grief
23b7bbc7-98b3-4f7e-a1b6-48fca898fc7d,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,trauma
65855562-3667-48e2-945b-6b988508a419,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,family_conflict
fddc91c4-1c66-4995-9cc0-fdf49a2055bd,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,substance_use
dbf00487-7614-4a79-8e43-5a7789ca6d22,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,low_self_esteem
6627649b-ee0a-481d-a805-786114456f44,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,academic_stress
e79c0c89-bdd8-496d-94d7-2559e831d05e,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,anxiety
d966d601-2d00-4e50-98c5-3bef84b2b3a5,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,depression
264c3fa0-902e-4ad8-a67f-d4e15e994392,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,sleep_issues
a7f757c8-8394-41bf-af8c-914ca6c2fc00,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,bullying
362f9176-269a-428b-b29a-0648ca3b8239,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,grief
c71ab4ad-ba7d-402d-9ad9-5b85bd61dcdd,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,trauma
d9fbfebc-e848-4451-8e07-e77ad7a192dc,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,family_conflict
004d23f9-f1c5-4ae9-81ac-9555a6d17ac0,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,substance_use
00773e47-8d0e-4c34-ac43-b2873487bb44,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,low_self_esteem
a0dace81-8b2f-4ea7-8dde-9af19b31bcf9,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,academic_stress
95f25f78-5ce0-45f1-900c-152449d85cbd,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,anxiety
7aefa2b2-de20-4b59-956a-f2ea66c44df8,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,depression
48fc03da-06da-44b0-9f50-40c8c062711e,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,sleep_issues
fb92e6de-eaf1-4244-9ac5-4b6589ce1e59,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,bullying
8872dfa6-8557-4bf8-b762-874f3b383ac2,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,grief
94ab8177-61bc-4ced-b618-85e3a4b6e200,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,trauma
8677f42b-a0fc-4c3b-bbfd-cc856b306ccb,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,family_conflict
c2f0e6a1-9f4c-42f5-9c4a-dacc6dd9ba2a,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,substance_use
3ee73ff2-02d7-478b-8c21-9f184cab13c2,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,low_self_esteem
f8f905a1-ee9f-4ae8-addf-e1925705ac54,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,academic_stress
67cc3c47-ca40-49f9-8a51-f54f9e8083c5,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,anxiety
cc3c0d3a-d7da-442e-965e-0571c559c305,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,depression
3944e95f-d439-4256-894d-ce3931203eb3,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,sleep_issues
e4c268ab-aa40-4efe-9476-e2cc39a77f5e,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,bullying
da3ca125-f2d5-434f-a832-034428d59a21,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,grief
1c1f350b-b459-4d88-a8f7-c4aab1ed752f,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,trauma
70c7f744-25bc-4ddd-97cc-a848459e90a3,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,family_conflict
8059f5b0-851a-4bb3-a5f6-cc59f2f213a1,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,substance_use
c9df7d64-d177-40fe-b4ff-c4f32bc74194,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,low_self_esteem
faaee7a3-7e7c-4132-8ab4-428d5f05401b,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,academic_stress
fae5daca-8b3e-47a1-ab22-31077f1dd30d,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,anxiety
1de06ad3-c2b5-4e08-9b1d-9a94bf9e7dc2,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,depression
87603b29-f69e-4bae-a849-d23a9a9628a2,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,sleep_issues
82134015-e031-4909-9cb6-22a181845e5e,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,bullying
7b1ba8d7-7148-4f9e-bfc8-1054ba77420c,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,grief
ef8d1c95-7b40-4a4c-80e4-1da3f336347b,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,trauma
180b38b1-b98f-4c10-8f80-2f2ad707a638,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,family_conflict
6c7b5a74-63f0-4626-a598-b2dbd4ba2dee,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,substance_use
0afdbd3c-57b3-4e7a-8ac7-b5ea3fb06839,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,low_self_esteem
73ec4eb9-0a9b-455f-8919-87b52cdcbd3e,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,academic_stress
53643c08-2c26-4d6c-9377-64dbd3e41357,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,anxiety
7a4eedae-44d4-4a80-9118-094ac2692a29,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,depression
72595771-bdd4-4acb-9581-018c623cec67,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,sleep_issues
971a422a-c7ab-4d3f-9992-4c957afd8fdb,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,bullying
e823cc9a-784a-4e8c-8399-4450b8765df1,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,grief
147783b4-5e40-49ee-8165-cf5483d07b9a,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,trauma
3f5cdfd3-646b-4ff5-b2e1-5906123f93f0,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,family_conflict
09ade151-c772-4a00-9676-75177cd6b69e,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,substance_use
1c61b886-a5ba-4288-a0fe-7fdfc1f7f9d4,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,low_self_esteem
82d7f41a-86b5-49a3-afa5-3c341d6616bf,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,academic_stress
a8412ba4-0eef-498a-b89e-d4d1ad5f03b4,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,anxiety
c346a083-c19b-43cb-9db6-8d6c3b44ed58,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,depression
a3fc22f8-7256-478b-9f06-21e36d26e08c,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,sleep_issues
3b8eb836-f814-45c7-9465-9ef5079aee1d,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,bullying
1a7af5a3-9f61-4d17-b239-5fbeb2563637,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,grief
f10cf0b6-ca99-4f2d-a1c8-e41e1026845c,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,trauma
1f46d979-67f5-4b98-a5ac-edbd67a1606e,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,family_conflict
fd296b9c-095b-4b65-a228-331b050767f6,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,substance_use
d1a41567-5b98-433e-b952-e03f28c11e40,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,low_self_esteem
002837ef-1fdd-471b-8ae4-c646db8af9e6,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,academic_stress
709847ed-e536-4cb4-97ca-4df98448281b,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,anxiety
9b3c67b9-6076-410a-ad79-c92cd5df7184,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,depression
51666487-cb74-4253-9264-9e19e6d49702,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,sleep_issues
1410a4b9-7c1b-4da5-9da3-095e9d607c02,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,bullying
5c7a32ad-bce5-4c59-b62d-4ace9396edff,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,grief
a1151615-f218-4153-8f28-488acee0efa4,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,trauma
bcda4ef7-1495-4ef2-9267-482296f0c6e8,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,family_conflict
bc789182-0692-49ae-ace1-0b169f8951a0,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,substance_use
a37b60c9-46c7-437f-8210-07767a6be611,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,low_self_esteem
104ed328-775a-4959-9903-09ddebce3622,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,academic_stress
ed6bd7f1-d869-4a99-9b87-cfe4167bbd42,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,anxiety
150063b2-2e0f-4941-ad2b-8eaa5851e28e,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,depression
a20ea96a-6c0b-4c5a-b16a-5175169a4644,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,sleep_issues
b18dc5f8-ca30-4427-be40-696cbf7359a5,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,bullying
7eb0c612-ed8c-470e-8cd6-3e9b684a2aa5,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,grief
30373df3-ae04-4038-b30f-af6d748dc6a8,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,trauma
2bb223d0-4832-4869-b8ae-660ca808bf69,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,family_conflict
ce32c70c-d79f-4743-9caf-798521602e81,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,substance_use
381732cd-fe23-45ef-94dc-9fc357a65ef9,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,low_self_esteem
bfbdcbdb-72b3-41cb-af63-821f8ad39336,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,academic_stress
